studentNo,fName,lName,gender,Program,address,inResidence,highschool,transcript,academicStanding,birthday
704,Dennis,Hayley,M,Software Engineering,"1531 Quaking Villas, Scudder, Ontario, N9L-2U7, CA",0,"Western Secondary School, Amherstburg, Ontario","Dennis, Hayley, 1531 Quaking Villas, Scudder, Ontario, N9L-2U7, CA, 704, 2000-11-18, Software Engineering, Western Secondary School, Amherstburg, Ontario, ",Clear,2000-11-18
705,Elise,Dustin,F,Software Engineering,"7558 Cinder Moor, Lionhead, Ontario, N6E-6M4, CA",0,"Western Secondary School, Amherstburg, Ontario","Elise, Dustin, 7558 Cinder Moor, Lionhead, Ontario, N6E-6M4, CA, 705, 1994-10-09, Software Engineering, Western Secondary School, Amherstburg, Ontario, ",Clear ,1994-10-09
706,Leonardo,Lydia,F,Software Engineering,"6363 Quiet Harbour, Bath, Ontario, L4W-7Z0, CA",1,Out of Canada,"Leonardo, Lydia, 6363 Quiet Harbour, Bath, Ontario, L4W-7Z0, CA, 706, 1990-01-12, Software Engineering, Out of Canada, ",Clear,1990-01-12
707,Alana,Diego,M,Electrical Engineering,"4463 Amber Sky Limits, Echo Bay, Ontario, N7W-8S2, CA",0,Out of Canada,"Alana, Diego, 4463 Amber Sky Limits, Echo Bay, Ontario, N7W-8S2, CA, 707, 1987-01-11, Electrical Engineering, Out of Canada, ",Clear ,1987-01-11
708,Ashton,Brittney,F,Electrical Engineering,"4748 Wishing Bank, Connaught, Ontario, M4P-2S5, CA",0,Out of Canada,"Ashton, Brittney, 4748 Wishing Bank, Connaught, Ontario, M4P-2S5, CA, 708, 1997-01-18, Electrical Engineering, Out of Canada, ",Clear,1997-01-18
709,Kirsten,Omar,M,Electrical Engineering,"4961 Clear Rise Ridge, Fort Albany, Ontario, L1D-2Z1, CA",1,Out of Canada,"Kirsten, Omar, 4961 Clear Rise Ridge, Fort Albany, Ontario, L1D-2Z1, CA, 709, 1995-06-22, Electrical Engineering, Out of Canada, ",Clear ,1995-06-22
710,Philip,Hope,F,Mechatronics Engineering,"3250 Little View Alley, Saint Marys, Ontario, K3T-2X7, CA",1,Out of Canada,"Philip, Hope, 3250 Little View Alley, Saint Marys, Ontario, K3T-2X7, CA, 710, 1995-12-04, Mechatronics Engineering, Out of Canada, ",Clear,1995-12-04
711,Nadia,Owen,F,Mechatronics Engineering,"5608 Red Woods, Jackson Manion, Ontario, M5S-0C1, CA",1,"Abbey Park High School, Oakville, Ontario","Nadia, Owen, 5608 Red Woods, Jackson Manion, Ontario, M5S-0C1, CA, 711, 1994-11-24, Mechatronics Engineering, Abbey Park High School, Oakville, Ontario, ",Clear ,1994-11-24
712,Julio,Summer,M,Software Engineering,"2178 Merry Highway, York, Ontario, P3B-1Y9, CA",0,"Abbey Park High School, Oakville, Ontario","Julio, Summer, 2178 Merry Highway, York, Ontario, P3B-1Y9, CA, 712, 1992-04-02, Software Engineering, Abbey Park High School, Oakville, Ontario, ",Clear,1992-04-02
713,Sandra,Alexis,F,Software Engineering,"6368 Harvest Pine Square, North Branch, Ontario, N7V-0J6, CA",1,"Abbey Park High School, Oakville, Ontario","Sandra, Alexis, 6368 Harvest Pine Square, North Branch, Ontario, N7V-0J6, CA, 713, 2003-04-18, Software Engineering, Abbey Park High School, Oakville, Ontario, ",Clear ,2003-04-18
714,Miles,Isabelle,M,Software Engineering,"1018 Emerald Embers Freeway, Carp, Ontario, K1J-2E7, CA",1,"Mississauga Secondary School, Mississauga, Ontario","Miles, Isabelle, 1018 Emerald Embers Freeway, Carp, Ontario, K1J-2E7, CA, 714, 1992-06-04, Software Engineering, Mississauga Secondary School, Mississauga, Ontario, ",Clear,1992-06-04
715,Dominique,Erik,F,Software Engineering,"3265 Dewy Cider Hill, Drumbo, Ontario, M1P-1D8, CA",1,"Mississauga Secondary School, Mississauga, Ontario","Dominique, Erik, 3265 Dewy Cider Hill, Drumbo, Ontario, M1P-1D8, CA, 715, 1991-02-05, Software Engineering, Mississauga Secondary School, Mississauga, Ontario, ",Clear ,1991-02-05
716,Damien,Veronica,F,Electrical Engineering,"4323 Cozy Anchor Farms, Port Dalhousie, Ontario, M7R-8Q7, CA",1,"John Fraser Secondary School, Mississauga, Ontario","Damien, Veronica, 4323 Cozy Anchor Farms, Port Dalhousie, Ontario, M7R-8Q7, CA, 716, 1990-10-22, Electrical Engineering, John Fraser Secondary School, Mississauga, Ontario, ",Clear,1990-10-22
717,Ruby,Preston,M,Electrical Engineering,"485 Hazy Nectar Inlet, Cowell, Ontario, N6N-5B5, CA",0,"John Fraser Secondary School, Mississauga, Ontario","Ruby, Preston, 485 Hazy Nectar Inlet, Cowell, Ontario, N6N-5B5, CA, 717, 1997-05-14, Electrical Engineering, John Fraser Secondary School, Mississauga, Ontario, ",Clear ,1997-05-14
718,Ty,Kristen,F,Electrical Engineering,"4389 Shady Passage, Ottawa, Ontario, M9R-1C2, CA",0,"John Fraser Secondary School, Mississauga, Ontario","Ty, Kristen, 4389 Shady Passage, Ottawa, Ontario, M9R-1C2, CA, 718, 1989-04-18, Electrical Engineering, John Fraser Secondary School, Mississauga, Ontario, ",Clear,1989-04-18
719,Haylee,Kaleb,M,Mechatronics Engineering,"885 Sleepy Circuit, Tiverton, Ontario, K7V-6R6, CA",1,"White Oaks High School, Oakville, Ontario","Haylee, Kaleb, 885 Sleepy Circuit, Tiverton, Ontario, K7V-6R6, CA, 719, 1995-12-16, Mechatronics Engineering, White Oaks High School, Oakville, Ontario, ",Clear ,1995-12-16
720,Gustavo,Daisy,F,Mechatronics Engineering,"2325 Old Pond Extension, Porquis Junction, Ontario, L3D-7K6, CA",1,"White Oaks High School, Oakville, Ontario","Gustavo, Daisy, 2325 Old Pond Extension, Porquis Junction, Ontario, L3D-7K6, CA, 720, 1992-12-06, Mechatronics Engineering, White Oaks High School, Oakville, Ontario, ",Clear,1992-12-06
721,Jayla,Liam,F,Software Engineering,"2659 Indian Lagoon Hollow, Haleys, Ontario, K7U-8P0, CA",1,"White Oaks High School, Oakville, Ontario","Jayla, Liam, 2659 Indian Lagoon Hollow, Haleys, Ontario, K7U-8P0, CA, 721, 1998-08-15, Software Engineering, White Oaks High School, Oakville, Ontario, ",Clear ,1998-08-15
722,Drake,Chelsea,M,Software Engineering,"6174 High Zephyr Gate, Goderich, Ontario, K5Y-8F4, CA",1,"White Oaks High School, Oakville, Ontario","Drake, Chelsea, 6174 High Zephyr Gate, Goderich, Ontario, K5Y-8F4, CA, 722, 1995-09-22, Software Engineering, White Oaks High School, Oakville, Ontario, ",Clear,1995-09-22
723,Tori,Francisco,F,Software Engineering,"7391 Hidden Goose Jetty, Tottenham, Ontario, N8A-4R2, CA",0,"Meadowvale Secondary School, Mississauga, Ontario","Tori, Francisco, 7391 Hidden Goose Jetty, Tottenham, Ontario, N8A-4R2, CA, 723, 1986-06-12, Software Engineering, Meadowvale Secondary School, Mississauga, Ontario, ",Clear ,1986-06-12
724,Jaime,Kennedy,M,Software Engineering,"9557 Pleasant Via, Wavell, Ontario, K6P-6K1, CA",1,"Meadowvale Secondary School, Mississauga, Ontario","Jaime, Kennedy, 9557 Pleasant Via, Wavell, Ontario, K6P-6K1, CA, 724, 2001-04-12, Software Engineering, Meadowvale Secondary School, Mississauga, Ontario, ",Clear,2001-04-12
725,Cindy,Gregory,X,Electrical Engineering,"4510 Noble Bear Valley, Muskoka Falls, Ontario, M7D-2C2, CA",1,"Meadowvale Secondary School, Mississauga, Ontario","Cindy, Gregory, 4510 Noble Bear Valley, Muskoka Falls, Ontario, M7D-2C2, CA, 725, 1996-11-19, Electrical Engineering, Meadowvale Secondary School, Mississauga, Ontario, ",Clear ,1996-11-19
726,Simon,Angelica,F,Electrical Engineering,"7931 Colonial Beacon Field, Caramat, Ontario, L8V-7O0, CA",0,"Meadowvale Secondary School, Mississauga, Ontario","Simon, Angelica, 7931 Colonial Beacon Field, Caramat, Ontario, L8V-7O0, CA, 726, 1988-07-20, Electrical Engineering, Meadowvale Secondary School, Mississauga, Ontario, ",Clear,1988-07-20
727,Sidney,Nicolas,M,Electrical Engineering,"5480 Dusty Robin Wood, Victoria Harbour, Ontario, N2U-9W2, CA",1,"Meadowvale Secondary School, Mississauga, Ontario","Sidney, Nicolas, 5480 Dusty Robin Wood, Victoria Harbour, Ontario, N2U-9W2, CA, 727, 1995-05-13, Electrical Engineering, Meadowvale Secondary School, Mississauga, Ontario, ",Clear ,1995-05-13
728,Jerry,Britney,F,Mechatronics Engineering,"9115 Tawny Horse Round, Malachi, Ontario, M2X-1K6, CA",1,"St Joseph Secondary School, Mississauga, Ontario","Jerry, Britney, 9115 Tawny Horse Round, Malachi, Ontario, M2X-1K6, CA, 728, 1989-02-19, Mechatronics Engineering, St Joseph Secondary School, Mississauga, Ontario, ",Clear,1989-02-19
729,Ella,Taylor,M,Mechatronics Engineering,"908 Stony Green, Havelock, Ontario, K7K-1I3, CA",1,"St Joseph Secondary School, Mississauga, Ontario","Ella, Taylor, 908 Stony Green, Havelock, Ontario, K7K-1I3, CA, 729, 1994-05-07, Mechatronics Engineering, St Joseph Secondary School, Mississauga, Ontario, ",Clear ,1994-05-07
730,Curtis,Ana,F,Software Engineering,"4767 Easy River Estates, Saint-charles, Ontario, L2H-3H7, CA",0,"St Joseph Secondary School, Mississauga, Ontario","Curtis, Ana, 4767 Easy River Estates, Saint-charles, Ontario, L2H-3H7, CA, 730, 1994-11-06, Software Engineering, St Joseph Secondary School, Mississauga, Ontario, ",Clear,1994-11-06
731,Tessa,Shawn,F,Software Engineering,"254 Misty Boulevard, Stamford, Ontario, M5G-7J6, CA",1,"St Joseph Secondary School, Mississauga, Ontario","Tessa, Shawn, 254 Misty Boulevard, Stamford, Ontario, M5G-7J6, CA, 731, 1995-01-18, Software Engineering, St Joseph Secondary School, Mississauga, Ontario, ",Clear ,1995-01-18
732,Kameron,Skylar,M,Software Engineering,"6604 Green Wagon View, Biscotasing, Ontario, M3Z-0J2, CA",1,"St Joseph Secondary School, Mississauga, Ontario","Kameron, Skylar, 6604 Green Wagon View, Biscotasing, Ontario, M3Z-0J2, CA, 732, 1988-06-25, Software Engineering, St Joseph Secondary School, Mississauga, Ontario, ",Clear,1988-06-25
733,Carolina,Ricardo,F,Software Engineering,"9773 Sunny Branch Meadow, Tehkummah, Ontario, N8X-1V4, CA",0,"Westside Secondary School, Orangeville, Ontario","Carolina, Ricardo, 9773 Sunny Branch Meadow, Tehkummah, Ontario, N8X-1V4, CA, 733, 1993-12-22, Software Engineering, Westside Secondary School, Orangeville, Ontario, ",Clear ,1993-12-22
734,Lance,Meghan,M,Electrical Engineering,"4934 Crystal Pony Range, Brule Lake, Ontario, M8O-2J1, CA",1,"Sinclair Secondary School, Whitby, Ontario","Lance, Meghan, 4934 Crystal Pony Range, Brule Lake, Ontario, M8O-2J1, CA, 734, 1992-12-19, Electrical Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear,1992-12-19
735,Jaqueline,Devon,F,Electrical Engineering,"7970 Rustic Willow Orchard, Waterdown, Ontario, K5O-3P9, CA",0,"Sinclair Secondary School, Whitby, Ontario","Jaqueline, Devon, 7970 Rustic Willow Orchard, Waterdown, Ontario, K5O-3P9, CA, 735, 2002-11-25, Electrical Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear ,2002-11-25
736,Brock,Mckenzie,F,Electrical Engineering,"6808 Jagged Elk Mountain, Mooretown, Ontario, K5N-3U2, CA",0,"Sinclair Secondary School, Whitby, Ontario","Brock, Mckenzie, 6808 Jagged Elk Mountain, Mooretown, Ontario, K5N-3U2, CA, 736, 2003-11-04, Electrical Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear,2003-11-04
737,Camille,Mitchell,M,Mechatronics Engineering,"5255 Golden Butterfly End, Orient Bay, Ontario, K7K-0A2, CA",1,"Sinclair Secondary School, Whitby, Ontario","Camille, Mitchell, 5255 Golden Butterfly End, Orient Bay, Ontario, K7K-0A2, CA, 737, 1989-08-01, Mechatronics Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear ,1989-08-01
738,Bryson,Crystal,F,Mechatronics Engineering,"4396 Honey Glade, River Valley, Ontario, P0S-3Z7, CA",0,"Sinclair Secondary School, Whitby, Ontario","Bryson, Crystal, 4396 Honey Glade, River Valley, Ontario, P0S-3Z7, CA, 738, 2003-03-02, Mechatronics Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear,2003-03-02
739,Whitney,Bradley,M,Software Engineering,"371 Rocky Knoll, Island Falls, Ontario, L9S-8N6, CA",0,"Sinclair Secondary School, Whitby, Ontario","Whitney, Bradley, 371 Rocky Knoll, Island Falls, Ontario, L9S-8N6, CA, 739, 1985-04-20, Software Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear ,1985-04-20
740,Alberto,Riley,F,Software Engineering,"4473 Silver Mount, Sparta, Ontario, M1F-0D6, CA",0,"Sinclair Secondary School, Whitby, Ontario","Alberto, Riley, 4473 Silver Mount, Sparta, Ontario, M1F-0D6, CA, 740, 1991-08-15, Software Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear,1991-08-15
741,Carmen,George,F,Software Engineering,"8662 Thunder Canyon, Lac Seul, Ontario, M9Q-9A2, CA",0,"Sinclair Secondary School, Whitby, Ontario","Carmen, George, 8662 Thunder Canyon, Lac Seul, Ontario, M9Q-9A2, CA, 741, 1994-12-28, Software Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear ,1994-12-28
742,Dominick,Kiara,M,Software Engineering,"8653 Fallen Rabbit Impasse, Etobicoke, Ontario, P3H-2D4, CA",1,"Sinclair Secondary School, Whitby, Ontario","Dominick, Kiara, 8653 Fallen Rabbit Impasse, Etobicoke, Ontario, P3H-2D4, CA, 742, 1999-09-02, Software Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear,1999-09-02
743,Vivian,Hayden,F,Electrical Engineering,"7770 Burning Campus, Lively, Ontario, M4V-7R5, CA",0,"Sinclair Secondary School, Whitby, Ontario","Vivian, Hayden, 7770 Burning Campus, Lively, Ontario, M4V-7R5, CA, 743, 2002-11-28, Electrical Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear ,2002-11-28
744,Jimmy,Lillian,M,Electrical Engineering,"4058 Silent Road, Verona, Ontario, M2X-2X9, CA",1,"Sinclair Secondary School, Whitby, Ontario","Jimmy, Lillian, 4058 Silent Road, Verona, Ontario, M2X-2X9, CA, 744, 2000-02-06, Electrical Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear,2000-02-06
745,Priscilla,Collin,X,Electrical Engineering,"4423 Lost Forest, Turriff, Ontario, M2J-6K1, CA",1,"Sinclair Secondary School, Whitby, Ontario","Priscilla, Collin, 4423 Lost Forest, Turriff, Ontario, M2J-6K1, CA, 745, 1989-09-05, Electrical Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear ,1989-09-05
746,Kaden,Arianna,F,Mechatronics Engineering,"9551 Iron Pointe, Bongard, Ontario, L9T-4G6, CA",0,"Sinclair Secondary School, Whitby, Ontario","Kaden, Arianna, 9551 Iron Pointe, Bongard, Ontario, L9T-4G6, CA, 746, 1991-04-01, Mechatronics Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear,1991-04-01
747,Bridget,Parker,M,Mechatronics Engineering,"2246 Foggy Hickory Falls, Chelmsford, Ontario, N6G-0Z7, CA",0,"Sinclair Secondary School, Whitby, Ontario","Bridget, Parker, 2246 Foggy Hickory Falls, Chelmsford, Ontario, N6G-0Z7, CA, 747, 1988-04-09, Mechatronics Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear ,1988-04-09
748,Douglas,Adriana,F,Software Engineering,"5544 Gentle Fawn Mall , Swansea, Ontario, P3S-0L5, CA",0,"Sinclair Secondary School, Whitby, Ontario","Douglas, Adriana, 5544 Gentle Fawn Mall , Swansea, Ontario, P3S-0L5, CA, 748, 1998-06-09, Software Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear,1998-06-09
749,Celeste,Henry,M,Software Engineering,"4280 Blue Way, Collins Bay, Ontario, P0F-9F3, CA",1,"Sinclair Secondary School, Whitby, Ontario","Celeste, Henry, 4280 Blue Way, Collins Bay, Ontario, P0F-9F3, CA, 749, 1985-05-31, Software Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear ,1985-05-31
750,Gary,Heather,F,Software Engineering,"4251 Middle Bluff Terrace, Borden, Ontario, K3A-2O2, CA",0,"Sinclair Secondary School, Whitby, Ontario","Gary, Heather, 4251 Middle Bluff Terrace, Borden, Ontario, K3A-2O2, CA, 750, 2001-04-03, Software Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear,2001-04-03
751,Kiana,Peter,F,Software Engineering,"2391 Dusty Wharf, River Valley, Ontario, N6G-3P0, CA",1,"Port Credit Secondary School, Mississauga, Ontario","Kiana, Peter, 2391 Dusty Wharf, River Valley, Ontario, N6G-3P0, CA, 751, 2003-08-06, Software Engineering, Port Credit Secondary School, Mississauga, Ontario, ",Clear ,2003-08-06
752,Brennan,Madelyn,M,Electrical Engineering,"9068 Tawny Bear Limits, New Hamburg, Ontario, P8O-2G1, CA",1,"Port Credit Secondary School, Mississauga, Ontario","Brennan, Madelyn, 9068 Tawny Bear Limits, New Hamburg, Ontario, P8O-2G1, CA, 752, 1985-08-09, Electrical Engineering, Port Credit Secondary School, Mississauga, Ontario, ",Clear,1985-08-09
753,Makenna,Eduardo,F,Electrical Engineering,"8681 Clear Treasure Hollow, White River, Ontario, M9A-9D8, CA",0,"Aurora High School, Aurora, Ontario","Makenna, Eduardo, 8681 Clear Treasure Hollow, White River, Ontario, M9A-9D8, CA, 753, 2003-06-13, Electrical Engineering, Aurora High School, Aurora, Ontario, ",Clear ,2003-06-13
754,Zachery,Lily,M,Electrical Engineering,"5278 Iron Cider Turnabout, Cannington, Ontario, M1P-2R7, CA",0,"Aurora High School, Aurora, Ontario","Zachery, Lily, 5278 Iron Cider Turnabout, Cannington, Ontario, M1P-2R7, CA, 754, 1986-04-05, Electrical Engineering, Aurora High School, Aurora, Ontario, ",Clear,1986-04-05
755,Alissa,Grant,F,Mechatronics Engineering,"5856 Quiet Dale Knoll, Bridgeport, Ontario, L1X-0G8, CA",0,"Bishop Ryan Catholic Secondary School, Hamilton, Ontario","Alissa, Grant, 5856 Quiet Dale Knoll, Bridgeport, Ontario, L1X-0G8, CA, 755, 2001-05-06, Mechatronics Engineering, Bishop Ryan Catholic Secondary School, Hamilton, Ontario, ",Clear ,2001-05-06
756,Randy,Erika,F,Mechatronics Engineering,"3986 Jagged Log Crossing, Bethany, Ontario, K8D-4D4, CA",0,"Sir Winston Churchill Secondary School, Hamilton, Ontario","Randy, Erika, 3986 Jagged Log Crossing, Bethany, Ontario, K8D-4D4, CA, 756, 1995-03-10, Mechatronics Engineering, Sir Winston Churchill Secondary School, Hamilton, Ontario, ",Clear,1995-03-10
757,Madeleine,Oscar,M,Software Engineering,"6017 Emerald Robin Heights, Ouimet, Ontario, K6T-8B3, CA",0,"Sir Winston Churchill Secondary School, St Catharines, Ontario","Madeleine, Oscar, 6017 Emerald Robin Heights, Ouimet, Ontario, K6T-8B3, CA, 757, 2001-10-04, Software Engineering, Sir Winston Churchill Secondary School, St Catharines, Ontario, ",Clear ,2001-10-04
758,Louis,Jocelyn,F,Software Engineering,"4894 Shady Grove Maze, Harty, Ontario, N0M-8Y9, CA",0,"Sir Wilfrid Laurier Secondary School, London, Ontario","Louis, Jocelyn, 4894 Shady Grove Maze, Harty, Ontario, N0M-8Y9, CA, 758, 1995-07-13, Software Engineering, Sir Wilfrid Laurier Secondary School, London, Ontario, ",Clear,1995-07-13
759,Miriam,Derek,M,Software Engineering,"1414 Rocky Hickory Port, Driftwood, Ontario, N6R-3F1, CA",1,"Sir Wilfrid Laurier Secondary School, London, Ontario","Miriam, Derek, 1414 Rocky Hickory Port, Driftwood, Ontario, N6R-3F1, CA, 759, 1996-07-09, Software Engineering, Sir Wilfrid Laurier Secondary School, London, Ontario, ",Clear ,1996-07-09
760,Larry,Alicia,F,Software Engineering,"2608 Rustic Pony Concession, Lucknow, Ontario, L9W-6K1, CA",1,"Sir Wilfrid Laurier Secondary School, London, Ontario","Larry, Alicia, 2608 Rustic Pony Concession, Lucknow, Ontario, L9W-6K1, CA, 760, 2003-02-22, Software Engineering, Sir Wilfrid Laurier Secondary School, London, Ontario, ",Clear,2003-02-22
761,Natasha,Vincent,F,Electrical Engineering,"7429 Cinder Elk Estates, South Porcupine, Ontario, P0K-6T6, CA",0,"Sir Wilfrid Laurier Secondary School, Orleans, Ontario","Natasha, Vincent, 7429 Cinder Elk Estates, South Porcupine, Ontario, P0K-6T6, CA, 761, 1995-05-27, Electrical Engineering, Sir Wilfrid Laurier Secondary School, Orleans, Ontario, ",Clear ,1995-05-27
762,Nickolas,Jillian,M,Electrical Engineering,"1525 Lost Goose Line, Malachi, Ontario, P5Y-7U5, CA",0,"Sir Wilfrid Laurier Secondary School, Orleans, Ontario","Nickolas, Jillian, 1525 Lost Goose Line, Malachi, Ontario, P5Y-7U5, CA, 762, 1986-11-25, Electrical Engineering, Sir Wilfrid Laurier Secondary School, Orleans, Ontario, ",Clear,1986-11-25
763,Ciara,Carson,F,Electrical Engineering,"672 Silent Nook, Windsor, Ontario, P1H-8D8, CA",1,"Sir Wilfrid Laurier Secondary School, Orleans, Ontario","Ciara, Carson, 672 Silent Nook, Windsor, Ontario, P1H-8D8, CA, 763, 1997-06-19, Electrical Engineering, Sir Wilfrid Laurier Secondary School, Orleans, Ontario, ",Clear ,1997-06-19
764,Tony,Angel,M,Mechatronics Engineering,"3253 Hazy End, Streetsville, Ontario, L1O-5C9, CA",1,"Sir Wilfrid Laurier Secondary School, Orleans, Ontario","Tony, Angel, 3253 Hazy End, Streetsville, Ontario, L1O-5C9, CA, 764, 1990-06-17, Mechatronics Engineering, Sir Wilfrid Laurier Secondary School, Orleans, Ontario, ",Clear,1990-06-17
765,Cecilia,Dominic,F,Mechatronics Engineering,"3431 Merry Moor, Stirling, Ontario, P7X-9Q9, CA",0,"Bishop Macdonell Catholic Secondary School, Guelph, Ontario","Cecilia, Dominic, 3431 Merry Moor, Stirling, Ontario, P7X-9Q9, CA, 765, 1994-05-15, Mechatronics Engineering, Bishop Macdonell Catholic Secondary School, Guelph, Ontario, ",Clear ,1994-05-15
766,Albert,Caitlyn,F,Software Engineering,"3042 Stony Walk, Meyersburg, Ontario, N1J-7F6, CA",0,"Bishop Macdonell Catholic Secondary School, Guelph, Ontario","Albert, Caitlyn, 3042 Stony Walk, Meyersburg, Ontario, N1J-7F6, CA, 766, 1995-12-03, Software Engineering, Bishop Macdonell Catholic Secondary School, Guelph, Ontario, ",Clear,1995-12-03
767,Mercedes,Colin,M,Software Engineering,"1174 Cotton Meadow, Long Branch, Ontario, P2R-2Y8, CA",1,"Bishop Macdonell Catholic Secondary School, Guelph, Ontario","Mercedes, Colin, 1174 Cotton Meadow, Long Branch, Ontario, P2R-2Y8, CA, 767, 1995-04-13, Software Engineering, Bishop Macdonell Catholic Secondary School, Guelph, Ontario, ",Clear ,1995-04-13
768,Fabian,Gabriela,F,Software Engineering,"8455 Honey Creek Crescent, Porquis Junction, Ontario, M0O-4S3, CA",1,"St. Joan of Arc Catholic Secondary School, Mississauga, Ontario","Fabian, Gabriela, 8455 Honey Creek Crescent, Porquis Junction, Ontario, M0O-4S3, CA, 768, 1987-08-05, Software Engineering, St. Joan of Arc Catholic Secondary School, Mississauga, Ontario, ",Clear,1987-08-05
769,Kassandra,Shane,M,Software Engineering,"9085 Gentle Barn Expressway, Burlington, Ontario, M0C-1B6, CA",1,"St. Joan of Arc Catholic Secondary School, Mississauga, Ontario","Kassandra, Shane, 9085 Gentle Barn Expressway, Burlington, Ontario, M0C-1B6, CA, 769, 1988-04-04, Software Engineering, St. Joan of Arc Catholic Secondary School, Mississauga, Ontario, ",Clear ,1988-04-04
770,Keegan,Jade,F,Electrical Engineering,"7665 Broad Downs, Earlton, Ontario, M5T-1E3, CA",1,"St. Joan of Arc Catholic Secondary School, Mississauga, Ontario","Keegan, Jade, 7665 Broad Downs, Earlton, Ontario, M5T-1E3, CA, 770, 1988-07-15, Electrical Engineering, St. Joan of Arc Catholic Secondary School, Mississauga, Ontario, ",Clear,1988-07-15
771,Reagan,Travis,F,Electrical Engineering,"5823 Foggy Brook Run, Petawawa, Ontario, K0H-8B6, CA",0,"St Francis Xavier Secondary School, Mississauga, Ontario","Reagan, Travis, 5823 Foggy Brook Run, Petawawa, Ontario, K0H-8B6, CA, 771, 1986-10-03, Electrical Engineering, St Francis Xavier Secondary School, Mississauga, Ontario, ",Clear ,1986-10-03
772,Saul,Audrey,M,Electrical Engineering,"9381 Indian Zephyr Common, Potter, Ontario, L6Q-0G7, CA",0,"St Francis Xavier Secondary School, Mississauga, Ontario","Saul, Audrey, 9381 Indian Zephyr Common, Potter, Ontario, L6Q-0G7, CA, 772, 1997-08-25, Electrical Engineering, St Francis Xavier Secondary School, Mississauga, Ontario, ",Clear,1997-08-25
773,Aliyah,Aidan,F,Mechatronics Engineering,"669 Easy Cape, Upper Canada Village, Ontario, P7P-8W9, CA",1,"St Francis Xavier Secondary School, Mississauga, Ontario","Aliyah, Aidan, 669 Easy Cape, Upper Canada Village, Ontario, P7P-8W9, CA, 773, 1988-05-05, Mechatronics Engineering, St Francis Xavier Secondary School, Mississauga, Ontario, ",Clear ,1988-05-05
774,Danny,Melanie,M,Mechatronics Engineering,"3606 Umber Hills Vista, Levack, Ontario, K6J-5P7, CA",0,"Meadowvale Secondary School, Mississauga, Ontario","Danny, Melanie, 3606 Umber Hills Vista, Levack, Ontario, K6J-5P7, CA, 774, 1991-01-15, Mechatronics Engineering, Meadowvale Secondary School, Mississauga, Ontario, ",Probation,1991-01-15
775,Josephine,Maxwell,F,Software Engineering,"7113 High Bluff Way, Pagwa River, Ontario, L8U-5N3, CA",0,"Western Secondary School, Amherstburg, Ontario","Josephine, Maxwell, 7113 High Bluff Way, Pagwa River, Ontario, L8U-5N3, CA, 775, 2001-05-24, Software Engineering, Western Secondary School, Amherstburg, Ontario, ",Clear,2001-05-24
776,Tucker,Maya,F,Software Engineering,"4869 Misty Fox Pointe, Roblin, Ontario, K7O-5L7, CA",1,"Western Secondary School, Amherstburg, Ontario","Tucker, Maya, 4869 Misty Fox Pointe, Roblin, Ontario, K7O-5L7, CA, 776, 2001-12-01, Software Engineering, Western Secondary School, Amherstburg, Ontario, ",Clear ,2001-12-01
777,Charlotte,Joel,M,Software Engineering,"2483 Velvet Glade, Low Bush, Ontario, K5L-2P6, CA",1,Out of Canada,"Charlotte, Joel, 2483 Velvet Glade, Low Bush, Ontario, K5L-2P6, CA, 777, 2000-01-04, Software Engineering, Out of Canada, ",Clear,2000-01-04
778,Myles,Miranda,F,Software Engineering,"9703 Crystal Village, Corbyville, Ontario, N0J-9V1, CA",1,Out of Canada,"Myles, Miranda, 9703 Crystal Village, Corbyville, Ontario, N0J-9V1, CA, 778, 2003-06-08, Software Engineering, Out of Canada, ",Clear ,2003-06-08
779,Rylee,Wyatt,M,Electrical Engineering,"4205 Bright Apple Lane, Strathroy, Ontario, K8S-1R7, CA",1,Out of Canada,"Rylee, Wyatt, 4205 Bright Apple Lane, Strathroy, Ontario, K8S-1R7, CA, 779, 2003-02-27, Electrical Engineering, Out of Canada, ",Clear,2003-02-27
780,Damon,Kelly,F,Electrical Engineering,"52 Green Anchor Gate, Attawapiskat, Ontario, L7N-6H9, CA",0,Out of Canada,"Damon, Kelly, 52 Green Anchor Gate, Attawapiskat, Ontario, L7N-6H9, CA, 780, 1999-10-27, Electrical Engineering, Out of Canada, ",Clear ,1999-10-27
